,country,people,obesity_levels,obesity_level_percentage,date
1651,Mongolia, adults ,normal ,18.5-24.99,2004
1652,Mongolia, adults ,obese ,>=30.0,2004
1653,Mongolia, adults ,obese ,>=30.0,2005
1654,Mongolia, adults ,overweight ,>=25.0,1999
1655,Mongolia, adults ,overweight ,>=25.0,2004
1656,Mongolia, adults ,overweight ,>=25.0,2005
1657,Mongolia, adults ,pre-obese ,25.0-29.99,2004
1658,Mongolia, adults ,pre-obese ,25.0-29.99,2005
1659,Mongolia, adults ,underweight ,<18.5,2004
1660,Mongolia, adults ,underweight ,<18.5,2005
1661,Mongolia, females ,moderate and severe thinness ,<=17,2004
1662,Mongolia, females ,normal ,18.5-24.99,2004
1663,Mongolia, females ,obese ,>=30.0,2004
1664,Mongolia, females ,obese ,>=30.0,2005
1665,Mongolia, females ,overweight ,>=25.0,1999
1666,Mongolia, females ,overweight ,>=25.0,2004
1667,Mongolia, females ,overweight ,>=25.0,2005
1668,Mongolia, females ,pre-obese ,25.0-29.99,2004
1669,Mongolia, females ,pre-obese ,25.0-29.99,2005
1670,Mongolia, females ,underweight ,<18.5,2004
1671,Mongolia, females ,underweight ,<18.5,2005
1672,Mongolia, males ,moderate and severe thinness ,<=17,2004
1673,Mongolia, males ,normal ,18.5-24.99,2004
1674,Mongolia, males ,obese ,>=30.0,2004
1675,Mongolia, males ,obese ,>=30.0,2005
1676,Mongolia, males ,overweight ,>=25.0,1999
1677,Mongolia, males ,overweight ,>=25.0,2004
1678,Mongolia, males ,overweight ,>=25.0,2005
1679,Mongolia, males ,pre-obese ,25.0-29.99,2004
1680,Mongolia, males ,pre-obese ,25.0-29.99,2005
1681,Mongolia, males ,underweight ,<18.5,2004
1682,Mongolia, males ,underweight ,<18.5,2005
1683,Morocco, adults ,normal ,18.5-24.99,1999
1684,Morocco, adults ,obese ,>=30.0,1999
1685,Morocco, adults ,obese ,>=30.0,2
1686,Morocco, adults ,overweight ,>=25.0,1999
1687,Morocco, adults ,underweight ,<18.5,1999
1688,Morocco, females ,moderate and severe thinness ,<=17,2003
1689,Morocco, females ,moderate and severe thinness ,<=17,2004
1690,Morocco, females ,normal ,18.5-24.99,1999
1691,Morocco, females ,normal ,18.5-24.99,2003
1692,Morocco, females ,normal ,18.5-24.99,2004
1693,Morocco, females ,obese ,>=30.0,1999
1694,Morocco, females ,obese ,>=30.0,2
1695,Morocco, females ,obese ,>=30.0,2003
1696,Morocco, females ,obese ,>=30.0,2004
1697,Morocco, females ,overweight ,>=25.0,1999
1698,Morocco, females ,overweight ,>=25.0,2003
1699,Morocco, females ,overweight ,>=25.0,2004
1700,Morocco, females ,pre-obese ,25.0-29.99,2003
1701,Morocco, females ,pre-obese ,25.0-29.99,2004
1702,Morocco, females ,underweight ,<18.5,1999
1703,Morocco, females ,underweight ,<18.5,2003
1704,Morocco, females ,underweight ,<18.5,2004
1705,Morocco, males ,normal ,18.5-24.99,1999
1706,Morocco, males ,obese ,>=30.0,1999
1707,Morocco, males ,obese ,>=30.0,2
1708,Morocco, males ,overweight ,>=25.0,1999
1709,Morocco, males ,underweight ,<18.5,1999
1710,Mozambique, females ,moderate and severe thinness ,<=17,2003
1711,Mozambique, females ,normal ,18.5-24.99,2003
1712,Mozambique, females ,obese ,>=30.0,2003
1713,Mozambique, females ,overweight ,>=25.0,2003
1714,Mozambique, females ,pre-obese ,25.0-29.99,2003
1715,Mozambique, females ,underweight ,<18.5,2003
1716,Namibia, females ,moderate and severe thinness ,<=17,2006
1717,Namibia, females ,moderate and severe thinness ,<=17,2007
1718,Namibia, females ,normal ,18.5-24.99,2006
1719,Namibia, females ,normal ,18.5-24.99,2007
1720,Namibia, females ,obese ,>=30.0,2006
1721,Namibia, females ,obese ,>=30.0,2007
1722,Namibia, females ,overweight ,>=25.0,2006
1723,Namibia, females ,overweight ,>=25.0,2007
1724,Namibia, females ,pre-obese ,25.0-29.99,2006
1725,Namibia, females ,pre-obese ,25.0-29.99,2007
1726,Namibia, females ,underweight ,<18.5,2006
1727,Namibia, females ,underweight ,<18.5,2007
1728,Nepal, females ,moderate and severe thinness ,<=17,2006
1729,Nepal, females ,normal ,18.5-24.99,2001
1730,Nepal, females ,normal ,18.5-24.99,2006
1731,Nepal, females ,obese ,>=30.0,2001
1732,Nepal, females ,obese ,>=30.0,2006
1733,Nepal, females ,overweight ,>=25.0,2001
1734,Nepal, females ,overweight ,>=25.0,2006
1735,Nepal, females ,pre-obese ,25.0-29.99,2001
1736,Nepal, females ,pre-obese ,25.0-29.99,2006
1737,Nepal, females ,underweight ,<18.5,2001
1738,Nepal, females ,underweight ,<18.5,2006
1739,Netherlands, females ,obese ,>=30.0,1999
1740,Netherlands, females ,obese ,>=30.0,2
1741,Netherlands, females ,obese ,>=30.0,2001
1742,Netherlands, males ,obese ,>=30.0,1999
1743,Netherlands, males ,obese ,>=30.0,2
1744,Netherlands, males ,obese ,>=30.0,2001
1745,New Zealand, adults ,normal ,18.5-24.99,2006
1746,New Zealand, adults ,normal ,18.5-24.99,2007
1747,New Zealand, adults ,obese ,>=30.0,2002
1748,New Zealand, adults ,obese ,>=30.0,2003
1749,New Zealand, adults ,obese ,>=30.0,2004
1750,New Zealand, adults ,obese ,>=30.0,2006
1751,New Zealand, adults ,obese ,>=30.0,2007
1752,New Zealand, adults ,overweight ,>=25.0,2002
1753,New Zealand, adults ,overweight ,>=25.0,2003
1754,New Zealand, adults ,overweight ,>=25.0,2004
1755,New Zealand, adults ,overweight ,>=25.0,2006
1756,New Zealand, adults ,overweight ,>=25.0,2007
1757,New Zealand, adults ,pre-obese ,25.0-29.99,2006
1758,New Zealand, adults ,pre-obese ,25.0-29.99,2007
1759,New Zealand, adults ,underweight ,<18.5,2006
1760,New Zealand, adults ,underweight ,<18.5,2007
1761,New Zealand, females ,normal ,18.5-24.99,2006
1762,New Zealand, females ,normal ,18.5-24.99,2007
1763,New Zealand, females ,obese ,>=30.0,2002
1764,New Zealand, females ,obese ,>=30.0,2003
1765,New Zealand, females ,obese ,>=30.0,2004
1766,New Zealand, females ,obese ,>=30.0,2006
1767,New Zealand, females ,obese ,>=30.0,2007
1768,New Zealand, females ,overweight ,>=25.0,2002
1769,New Zealand, females ,overweight ,>=25.0,2003
1770,New Zealand, females ,overweight ,>=25.0,2004
1771,New Zealand, females ,overweight ,>=25.0,2006
1772,New Zealand, females ,overweight ,>=25.0,2007
1773,New Zealand, females ,pre-obese ,25.0-29.99,2006
1774,New Zealand, females ,pre-obese ,25.0-29.99,2007
1775,New Zealand, females ,underweight ,<18.5,2006
1776,New Zealand, females ,underweight ,<18.5,2007
1777,New Zealand, males ,normal ,18.5-24.99,2006
1778,New Zealand, males ,normal ,18.5-24.99,2007
1779,New Zealand, males ,obese ,>=30.0,2002
1780,New Zealand, males ,obese ,>=30.0,2003
1781,New Zealand, males ,obese ,>=30.0,2004
1782,New Zealand, males ,obese ,>=30.0,2006
1783,New Zealand, males ,obese ,>=30.0,2007
1784,New Zealand, males ,overweight ,>=25.0,2002
1785,New Zealand, males ,overweight ,>=25.0,2003
1786,New Zealand, males ,overweight ,>=25.0,2004
1787,New Zealand, males ,overweight ,>=25.0,2006
1788,New Zealand, males ,overweight ,>=25.0,2007
1789,New Zealand, males ,pre-obese ,25.0-29.99,2006
1790,New Zealand, males ,pre-obese ,25.0-29.99,2007
1791,New Zealand, males ,underweight ,<18.5,2006
1792,New Zealand, males ,underweight ,<18.5,2007
1793,Nicaragua, females ,normal ,18.5-24.99,2001
1794,Nicaragua, females ,normal ,18.5-24.99,2003
1795,Nicaragua, females ,normal ,18.5-24.99,2004
1796,Nicaragua, females ,normal ,18.5-24.99,2005
1797,Nicaragua, females ,obese ,>=30.0,2001
1798,Nicaragua, females ,obese ,>=30.0,2003
1799,Nicaragua, females ,obese ,>=30.0,2004
1800,Nicaragua, females ,obese ,>=30.0,2005
1801,Nicaragua, females ,overweight ,>=25.0,2001
1802,Nicaragua, females ,overweight ,>=25.0,2003
1803,Nicaragua, females ,overweight ,>=25.0,2004
1804,Nicaragua, females ,overweight ,>=25.0,2005
1805,Nicaragua, females ,pre-obese ,25.0-29.99,2001
1806,Nicaragua, females ,pre-obese ,25.0-29.99,2003
1807,Nicaragua, females ,pre-obese ,25.0-29.99,2004
1808,Nicaragua, females ,pre-obese ,25.0-29.99,2005
1809,Nicaragua, females ,underweight ,<18.5,2001
1810,Nicaragua, females ,underweight ,<18.5,2003
1811,Nicaragua, females ,underweight ,<18.5,2004
1812,Nicaragua, females ,underweight ,<18.5,2005
1813,Niger, females ,moderate and severe thinness ,<=17,2006
1814,Niger, females ,normal ,18.5-24.99,2006
1815,Niger, females ,obese ,>=30.0,2006
1816,Niger, females ,overweight ,>=25.0,2006
1817,Niger, females ,pre-obese ,25.0-29.99,2006
1818,Niger, females ,underweight ,<18.5,2006
1819,Nigeria, females ,moderate and severe thinness ,<=17,2003
1820,Nigeria, females ,normal ,18.5-24.99,2003
1821,Nigeria, females ,obese ,>=30.0,1999
1822,Nigeria, females ,obese ,>=30.0,2003
1823,Nigeria, females ,overweight ,>=25.0,1999
1824,Nigeria, females ,overweight ,>=25.0,2003
1825,Nigeria, females ,pre-obese ,25.0-29.99,2003
1826,Nigeria, females ,underweight ,<18.5,2003
1827,Norway, adults ,moderate and severe thinness ,<=17,2005
1828,Norway, adults ,moderate and severe thinness ,<=17,2008
1829,Norway, adults ,moderate and severe thinness ,<=17,2009
1830,Norway, adults ,normal ,18.5-24.99,2002
1831,Norway, adults ,normal ,18.5-24.99,2005
1832,Norway, adults ,normal ,18.5-24.99,2008
1833,Norway, adults ,normal ,18.5-24.99,2009
1834,Norway, adults ,obese ,>=30.0,2002
1835,Norway, adults ,obese ,>=30.0,2005
1836,Norway, adults ,obese ,>=30.0,2008
1837,Norway, adults ,obese ,>=30.0,2009
1838,Norway, adults ,overweight ,>=25.0,2002
1839,Norway, adults ,overweight ,>=25.0,2005
1840,Norway, adults ,overweight ,>=25.0,2008
1841,Norway, adults ,overweight ,>=25.0,2009
1842,Norway, adults ,pre-obese ,25.0-29.99,2002
1843,Norway, adults ,pre-obese ,25.0-29.99,2005
1844,Norway, adults ,pre-obese ,25.0-29.99,2008
1845,Norway, adults ,pre-obese ,25.0-29.99,2009
1846,Norway, adults ,underweight ,<18.5,2002
1847,Norway, adults ,underweight ,<18.5,2005
1848,Norway, adults ,underweight ,<18.5,2008
1849,Norway, adults ,underweight ,<18.5,2009
1850,Norway, females ,moderate and severe thinness ,<=17,2005
1851,Norway, females ,moderate and severe thinness ,<=17,2008
1852,Norway, females ,moderate and severe thinness ,<=17,2009
1853,Norway, females ,normal ,18.5-24.99,2002
1854,Norway, females ,normal ,18.5-24.99,2005
1855,Norway, females ,normal ,18.5-24.99,2008
1856,Norway, females ,normal ,18.5-24.99,2009
1857,Norway, females ,obese ,>=30.0,1999
1858,Norway, females ,obese ,>=30.0,2
1859,Norway, females ,obese ,>=30.0,2001
1860,Norway, females ,obese ,>=30.0,2002
1861,Norway, females ,obese ,>=30.0,2005
1862,Norway, females ,obese ,>=30.0,2008
1863,Norway, females ,obese ,>=30.0,2009
1864,Norway, females ,overweight ,>=25.0,2002
1865,Norway, females ,overweight ,>=25.0,2005
1866,Norway, females ,overweight ,>=25.0,2008
1867,Norway, females ,overweight ,>=25.0,2009
1868,Norway, females ,pre-obese ,25.0-29.99,2002
1869,Norway, females ,pre-obese ,25.0-29.99,2005
1870,Norway, females ,pre-obese ,25.0-29.99,2008
1871,Norway, females ,pre-obese ,25.0-29.99,2009
1872,Norway, females ,underweight ,<18.5,2002
1873,Norway, females ,underweight ,<18.5,2005
1874,Norway, females ,underweight ,<18.5,2008
1875,Norway, females ,underweight ,<18.5,2009
1876,Norway, males ,moderate and severe thinness ,<=17,2005
1877,Norway, males ,moderate and severe thinness ,<=17,2008
1878,Norway, males ,moderate and severe thinness ,<=17,2009
1879,Norway, males ,normal ,18.5-24.99,2002
1880,Norway, males ,normal ,18.5-24.99,2005
1881,Norway, males ,normal ,18.5-24.99,2008
1882,Norway, males ,normal ,18.5-24.99,2009
1883,Norway, males ,obese ,>=30.0,1999
1884,Norway, males ,obese ,>=30.0,2
1885,Norway, males ,obese ,>=30.0,2001
1886,Norway, males ,obese ,>=30.0,2002
1887,Norway, males ,obese ,>=30.0,2005
1888,Norway, males ,obese ,>=30.0,2008
1889,Norway, males ,obese ,>=30.0,2009
1890,Norway, males ,overweight ,>=25.0,2002
1891,Norway, males ,overweight ,>=25.0,2005
1892,Norway, males ,overweight ,>=25.0,2008
1893,Norway, males ,overweight ,>=25.0,2009
1894,Norway, males ,pre-obese ,25.0-29.99,2002
1895,Norway, males ,pre-obese ,25.0-29.99,2005
1896,Norway, males ,pre-obese ,25.0-29.99,2008
1897,Norway, males ,pre-obese ,25.0-29.99,2009
1898,Norway, males ,underweight ,<18.5,2002
1899,Norway, males ,underweight ,<18.5,2005
1900,Norway, males ,underweight ,<18.5,2008
1901,Norway, males ,underweight ,<18.5,2009
1902,Oman, females ,obese ,>=30.0,2
1903,Oman, females ,overweight ,>=25.0,2
1904,Oman, females ,pre-obese ,25.0-29.99,2
1905,Oman, males ,obese ,>=30.0,2
1906,Oman, males ,overweight ,>=25.0,2
1907,Oman, males ,pre-obese ,25.0-29.99,2
1908,Panama, adults ,normal ,18.5-24.99,1999
1909,Panama, adults ,obese ,>=30.0,1999
1910,Panama, adults ,overweight ,>=25.0,1999
1911,Panama, adults ,pre-obese ,25.0-29.99,1999
1912,Panama, adults ,underweight ,<18.5,1999
1913,Panama, females ,normal ,18.5-24.99,1999
1914,Panama, females ,obese ,>=30.0,1999
1915,Panama, females ,overweight ,>=25.0,1999
1916,Panama, females ,pre-obese ,25.0-29.99,1999
1917,Panama, females ,underweight ,<18.5,1999
1918,Panama, males ,normal ,18.5-24.99,1999
1919,Panama, males ,obese ,>=30.0,1999
1920,Panama, males ,overweight ,>=25.0,1999
1921,Panama, males ,pre-obese ,25.0-29.99,1999
1922,Panama, males ,underweight ,<18.5,1999
1923,Peru, adults ,obese ,>=30.0,2
1924,Peru, adults ,overweight ,>=25.0,2
1925,Peru, adults ,pre-obese ,25.0-29.99,2
1926,Peru, females ,moderate and severe thinness ,<=17,2
1927,Peru, females ,moderate and severe thinness ,<=17,2004
1928,Peru, females ,moderate and severe thinness ,<=17,2005
1929,Peru, females ,moderate and severe thinness ,<=17,2006
1930,Peru, females ,normal ,18.5-24.99,2
1931,Peru, females ,normal ,18.5-24.99,2004
1932,Peru, females ,normal ,18.5-24.99,2005
1933,Peru, females ,normal ,18.5-24.99,2006
1934,Peru, females ,obese ,>=30.0,2
1935,Peru, females ,obese ,>=30.0,2004
1936,Peru, females ,obese ,>=30.0,2005
1937,Peru, females ,obese ,>=30.0,2006
1938,Peru, females ,overweight ,>=25.0,2
1939,Peru, females ,overweight ,>=25.0,2004
1940,Peru, females ,overweight ,>=25.0,2005
1941,Peru, females ,overweight ,>=25.0,2006
1942,Peru, females ,pre-obese ,25.0-29.99,2
1943,Peru, females ,pre-obese ,25.0-29.99,2004
1944,Peru, females ,pre-obese ,25.0-29.99,2005
1945,Peru, females ,pre-obese ,25.0-29.99,2006
1946,Peru, females ,underweight ,<18.5,2
1947,Peru, females ,underweight ,<18.5,2004
1948,Peru, females ,underweight ,<18.5,2005
1949,Peru, females ,underweight ,<18.5,2006
1950,Peru, males ,obese ,>=30.0,2
1951,Peru, males ,overweight ,>=25.0,2
1952,Peru, males ,pre-obese ,25.0-29.99,2
1953,Philippines, adults ,normal ,18.5-24.99,2003
1954,Philippines, adults ,obese ,>=30.0,2003
1955,Philippines, adults ,overweight ,>=25.0,2003
1956,Philippines, adults ,pre-obese ,25.0-29.99,2003
1957,Philippines, adults ,underweight ,<18.5,2003
1958,Philippines, females ,normal ,18.5-24.99,2003
1959,Philippines, females ,obese ,>=30.0,2003
1960,Philippines, females ,overweight ,>=25.0,2003
1961,Philippines, females ,pre-obese ,25.0-29.99,2003
1962,Philippines, females ,underweight ,<18.5,2003
1963,Philippines, males ,normal ,18.5-24.99,2003
1964,Philippines, males ,obese ,>=30.0,2003
1965,Philippines, males ,overweight ,>=25.0,2003
1966,Philippines, males ,pre-obese ,25.0-29.99,2003
1967,Philippines, males ,underweight ,<18.5,2003
1968,Poland, adults ,normal ,18.5-24.99,2
1969,Poland, adults ,normal ,18.5-24.99,2001
1970,Poland, adults ,obese ,>=30.0,2
1971,Poland, adults ,obese ,>=30.0,2001
1972,Poland, adults ,overweight ,>=25.0,2
1973,Poland, adults ,overweight ,>=25.0,2001
1974,Poland, adults ,pre-obese ,25.0-29.99,2
1975,Poland, adults ,pre-obese ,25.0-29.99,2001
1976,Poland, adults ,underweight ,<18.5,2
1977,Poland, adults ,underweight ,<18.5,2001
1978,Poland, females ,normal ,18.5-24.99,2
1979,Poland, females ,normal ,18.5-24.99,2001
1980,Poland, females ,obese ,>=30.0,2
1981,Poland, females ,obese ,>=30.0,2001
1982,Poland, females ,overweight ,>=25.0,2
1983,Poland, females ,overweight ,>=25.0,2001
1984,Poland, females ,pre-obese ,25.0-29.99,2
1985,Poland, females ,pre-obese ,25.0-29.99,2001
1986,Poland, females ,underweight ,<18.5,2
1987,Poland, females ,underweight ,<18.5,2001
1988,Poland, males ,normal ,18.5-24.99,2
1989,Poland, males ,normal ,18.5-24.99,2001
1990,Poland, males ,obese ,>=30.0,2
1991,Poland, males ,obese ,>=30.0,2001
1992,Poland, males ,overweight ,>=25.0,2
1993,Poland, males ,overweight ,>=25.0,2001
1994,Poland, males ,pre-obese ,25.0-29.99,2
1995,Poland, males ,pre-obese ,25.0-29.99,2001
1996,Poland, males ,underweight ,<18.5,2
1997,Poland, males ,underweight ,<18.5,2001
1998,Portugal, adults ,normal ,18.5-24.99,1999
1999,Portugal, adults ,normal ,18.5-24.99,2003
2000,Portugal, adults ,normal ,18.5-24.99,2004
2001,Portugal, adults ,normal ,18.5-24.99,2005
2002,Portugal, adults ,obese ,>=30.0,1999
2003,Portugal, adults ,obese ,>=30.0,2003
2004,Portugal, adults ,obese ,>=30.0,2004
2005,Portugal, adults ,obese ,>=30.0,2005
2006,Portugal, adults ,overweight ,>=25.0,1999
2007,Portugal, adults ,overweight ,>=25.0,2003
2008,Portugal, adults ,overweight ,>=25.0,2004
2009,Portugal, adults ,overweight ,>=25.0,2005
2010,Portugal, adults ,pre-obese ,25.0-29.99,1999
2011,Portugal, adults ,pre-obese ,25.0-29.99,2003
2012,Portugal, adults ,pre-obese ,25.0-29.99,2004
2013,Portugal, adults ,pre-obese ,25.0-29.99,2005
2014,Portugal, adults ,underweight ,<18.5,1999
2015,Portugal, adults ,underweight ,<18.5,2003
2016,Portugal, adults ,underweight ,<18.5,2004
2017,Portugal, adults ,underweight ,<18.5,2005
2018,Portugal, females ,normal ,18.5-24.99,1999
2019,Portugal, females ,normal ,18.5-24.99,2003
2020,Portugal, females ,normal ,18.5-24.99,2004
2021,Portugal, females ,normal ,18.5-24.99,2005
2022,Portugal, females ,obese ,>=30.0,1999
2023,Portugal, females ,obese ,>=30.0,2003
2024,Portugal, females ,obese ,>=30.0,2004
2025,Portugal, females ,obese ,>=30.0,2005
2026,Portugal, females ,overweight ,>=25.0,1999
2027,Portugal, females ,overweight ,>=25.0,2003
2028,Portugal, females ,overweight ,>=25.0,2004
2029,Portugal, females ,overweight ,>=25.0,2005
2030,Portugal, females ,pre-obese ,25.0-29.99,1999
2031,Portugal, females ,pre-obese ,25.0-29.99,2003
2032,Portugal, females ,pre-obese ,25.0-29.99,2004
2033,Portugal, females ,pre-obese ,25.0-29.99,2005
2034,Portugal, females ,underweight ,<18.5,1999
2035,Portugal, females ,underweight ,<18.5,2003
2036,Portugal, females ,underweight ,<18.5,2004
2037,Portugal, females ,underweight ,<18.5,2005
2038,Portugal, males ,normal ,18.5-24.99,1999
2039,Portugal, males ,normal ,18.5-24.99,2003
2040,Portugal, males ,normal ,18.5-24.99,2004
2041,Portugal, males ,normal ,18.5-24.99,2005
2042,Portugal, males ,obese ,>=30.0,1999
2043,Portugal, males ,obese ,>=30.0,2003
2044,Portugal, males ,obese ,>=30.0,2004
2045,Portugal, males ,obese ,>=30.0,2005
2046,Portugal, males ,overweight ,>=25.0,1999
2047,Portugal, males ,overweight ,>=25.0,2003
2048,Portugal, males ,overweight ,>=25.0,2004
2049,Portugal, males ,overweight ,>=25.0,2005
2050,Portugal, males ,pre-obese ,25.0-29.99,1999
2051,Portugal, males ,pre-obese ,25.0-29.99,2003
2052,Portugal, males ,pre-obese ,25.0-29.99,2004
2053,Portugal, males ,pre-obese ,25.0-29.99,2005
2054,Portugal, males ,underweight ,<18.5,1999
2055,Portugal, males ,underweight ,<18.5,2003
2056,Portugal, males ,underweight ,<18.5,2004
2057,Portugal, males ,underweight ,<18.5,2005
2058,Republic of Korea, adults ,normal ,18.5-24.99,2001
2059,Republic of Korea, adults ,normal ,18.5-24.99,2007
2060,Republic of Korea, adults ,obese ,>=30.0,2001
2061,Republic of Korea, adults ,overweight ,>=25.0,2001
2062,Republic of Korea, adults ,overweight ,>=25.0,2007
2063,Republic of Korea, adults ,pre-obese ,25.0-29.99,2001
2064,Republic of Korea, adults ,underweight ,<18.5,2001
2065,Republic of Korea, adults ,underweight ,<18.5,2007
2066,Republic of Korea, females ,normal ,18.5-24.99,2001
2067,Republic of Korea, females ,normal ,18.5-24.99,2007
2068,Republic of Korea, females ,obese ,>=30.0,2001
2069,Republic of Korea, females ,overweight ,>=25.0,2001
2070,Republic of Korea, females ,overweight ,>=25.0,2007
2071,Republic of Korea, females ,pre-obese ,25.0-29.99,2001
2072,Republic of Korea, females ,underweight ,<18.5,2001
2073,Republic of Korea, females ,underweight ,<18.5,2007
2074,Republic of Korea, males ,normal ,18.5-24.99,2001
2075,Republic of Korea, males ,normal ,18.5-24.99,2007
2076,Republic of Korea, males ,obese ,>=30.0,2001
2077,Republic of Korea, males ,overweight ,>=25.0,2001
2078,Republic of Korea, males ,overweight ,>=25.0,2007
2079,Republic of Korea, males ,pre-obese ,25.0-29.99,2001
2080,Republic of Korea, males ,underweight ,<18.5,2001
2081,Republic of Korea, males ,underweight ,<18.5,2007
2082,Romania, adults ,normal ,18.5-24.99,2
2083,Romania, adults ,obese ,>=30.0,2
2084,Romania, adults ,overweight ,>=25.0,2
2085,Romania, adults ,pre-obese ,25.0-29.99,2
2086,Romania, adults ,underweight ,<18.5,2
2087,Romania, females ,normal ,18.5-24.99,2
2088,Romania, females ,obese ,>=30.0,2
2089,Romania, females ,overweight ,>=25.0,2
2090,Romania, females ,pre-obese ,25.0-29.99,2
2091,Romania, females ,underweight ,<18.5,2
2092,Romania, males ,normal ,18.5-24.99,2
2093,Romania, males ,obese ,>=30.0,2
2094,Romania, males ,overweight ,>=25.0,2
2095,Romania, males ,pre-obese ,25.0-29.99,2
2096,Romania, males ,underweight ,<18.5,2
2097,Russian Federation, females ,obese ,>=30.0,2005
2098,Russian Federation, females ,overweight ,>=25.0,2005
2099,Russian Federation, females ,pre-obese ,25.0-29.99,2005
2100,Russian Federation, males ,obese ,>=30.0,2005
2101,Russian Federation, males ,overweight ,>=25.0,2005
2102,Russian Federation, males ,pre-obese ,25.0-29.99,2005
2103,Rwanda, females ,moderate and severe thinness ,<=17,2005
2104,Rwanda, females ,normal ,18.5-24.99,2
2105,Rwanda, females ,normal ,18.5-24.99,2005
2106,Rwanda, females ,obese ,>=30.0,2
2107,Rwanda, females ,overweight ,>=25.0,2
2108,Rwanda, females ,overweight ,>=25.0,2005
2109,Rwanda, females ,underweight ,<18.5,2
2110,Rwanda, females ,underweight ,<18.5,2005
2111,Saudi Arabia, adults ,obese ,>=30.0,1999
2112,Saudi Arabia, adults ,obese ,>=30.0,2
2113,Saudi Arabia, adults ,overweight ,>=25.0,1999
2114,Saudi Arabia, adults ,overweight ,>=25.0,2
2115,Saudi Arabia, adults ,pre-obese ,25.0-29.99,1999
2116,Saudi Arabia, adults ,pre-obese ,25.0-29.99,2
2117,Saudi Arabia, females ,normal ,18.5-24.99,2004
2118,Saudi Arabia, females ,normal ,18.5-24.99,2005
2119,Saudi Arabia, females ,obese ,>=30.0,1999
2120,Saudi Arabia, females ,obese ,>=30.0,2
2121,Saudi Arabia, females ,obese ,>=30.0,2004
2122,Saudi Arabia, females ,obese ,>=30.0,2005
2123,Saudi Arabia, females ,overweight ,>=25.0,1999
2124,Saudi Arabia, females ,overweight ,>=25.0,2
2125,Saudi Arabia, females ,overweight ,>=25.0,2004
2126,Saudi Arabia, females ,overweight ,>=25.0,2005
2127,Saudi Arabia, females ,pre-obese ,25.0-29.99,1999
2128,Saudi Arabia, females ,pre-obese ,25.0-29.99,2
2129,Saudi Arabia, females ,pre-obese ,25.0-29.99,2004
2130,Saudi Arabia, females ,pre-obese ,25.0-29.99,2005
2131,Saudi Arabia, females ,underweight ,<18.5,2004
2132,Saudi Arabia, females ,underweight ,<18.5,2005
2133,Saudi Arabia, males ,normal ,18.5-24.99,2004
2134,Saudi Arabia, males ,normal ,18.5-24.99,2005
2135,Saudi Arabia, males ,obese ,>=30.0,1999
2136,Saudi Arabia, males ,obese ,>=30.0,2
2137,Saudi Arabia, males ,obese ,>=30.0,2004
2138,Saudi Arabia, males ,obese ,>=30.0,2005
2139,Saudi Arabia, males ,overweight ,>=25.0,1999
2140,Saudi Arabia, males ,overweight ,>=25.0,2
2141,Saudi Arabia, males ,overweight ,>=25.0,2004
2142,Saudi Arabia, males ,overweight ,>=25.0,2005
2143,Saudi Arabia, males ,pre-obese ,25.0-29.99,1999
2144,Saudi Arabia, males ,pre-obese ,25.0-29.99,2
2145,Saudi Arabia, males ,pre-obese ,25.0-29.99,2004
2146,Saudi Arabia, males ,pre-obese ,25.0-29.99,2005
2147,Saudi Arabia, males ,underweight ,<18.5,2004
2148,Saudi Arabia, males ,underweight ,<18.5,2005
2149,Senegal, females ,moderate and severe thinness ,<=17,2005
2150,Senegal, females ,normal ,18.5-24.99,2005
2151,Senegal, females ,obese ,>=30.0,2005
2152,Senegal, females ,overweight ,>=25.0,2005
2153,Senegal, females ,pre-obese ,25.0-29.99,2005
2154,Senegal, females ,underweight ,<18.5,2005
2155,Serbia and Montenegro, adults ,obese ,>=30.0,2
2156,Serbia and Montenegro, adults ,overweight ,>=25.0,2
2157,Serbia and Montenegro, adults ,pre-obese ,25.0-29.99,2
2158,Serbia and Montenegro, females ,obese ,>=30.0,2
2159,Serbia and Montenegro, females ,overweight ,>=25.0,2
2160,Serbia and Montenegro, females ,pre-obese ,25.0-29.99,2
2161,Serbia and Montenegro, males ,obese ,>=30.0,2
2162,Serbia and Montenegro, males ,pre-obese ,25.0-29.99,2
2163,Seychelles, adults ,obese ,>=30.0,2004
2164,Seychelles, adults ,overweight ,>=25.0,2004
2165,Seychelles, females ,obese ,>=30.0,2004
2166,Seychelles, females ,overweight ,>=25.0,2004
2167,Seychelles, males ,obese ,>=30.0,2004
2168,Seychelles, males ,overweight ,>=25.0,2004
2169,Singapore, adults ,normal ,18.5-24.99,2004
2170,Singapore, adults ,obese ,>=30.0,2004
2171,Singapore, adults ,overweight ,>=25.0,2004
2172,Singapore, adults ,pre-obese ,25.0-29.99,2004
2173,Singapore, adults ,underweight ,<18.5,2004
2174,Singapore, females ,normal ,18.5-24.99,2004
2175,Singapore, females ,obese ,>=30.0,2004
2176,Singapore, females ,overweight ,>=25.0,2004
2177,Singapore, females ,pre-obese ,25.0-29.99,2004
2178,Singapore, females ,underweight ,<18.5,2004
2179,Singapore, males ,normal ,18.5-24.99,2004
2180,Singapore, males ,obese ,>=30.0,2004
2181,Singapore, males ,overweight ,>=25.0,2004
2182,Singapore, males ,pre-obese ,25.0-29.99,2004
